NVIC_id,SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
NVIC0086,[N-]=[N+]=N[C@]1(CO)O[C@H]([C@@H]([C@@H]1O)O)n1ccc(nc1=O)N	,Toxic,1,Toxic  (High Confidence),Safe,0.156,Safe  (High Confidence),Toxic,0.759,Toxic  (Medium Confidence),-1.28,None,Safe,0.132,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),Safe,0.055,Safe  (High Confidence),Toxic,0.985,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.989,Toxic  (High Confidence),0.63,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.581,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),4.18,None,Toxic,0.997,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.149,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),0.86,PIGC50% > -0.5 log ug/L: toxic,2.1,None,2.4,None,3.81,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1,Toxic  (High Confidence),Toxic,0.651,Toxic  (Low Confidence),Safe,0.005,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.996,Toxic  (High Confidence)
NVIC0087,CCCCCCCCc1[nH]c2c3c1C[C@@H](CO)NC(=O)[C@@H](N(c3ccc2)C)C(C)C	,Safe,0.014,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Toxic,0.533,Toxic  (Low Confidence),1.27,None,Safe,0,Safe  (High Confidence),Safe,0.364,Safe  (Low Confidence),Toxic,0.995,Toxic  (High Confidence),Safe,0.398,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-0.77,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.651,Toxic  (Low Confidence),Toxic,1,Toxic  (High Confidence),4.75,None,Toxic,0.84,Toxic  (High Confidence),Safe,0.169,Safe  (Medium Confidence),Safe,0.072,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.038,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.21,Safe  (Medium Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.029,Safe  (High Confidence),-29.22,PIGC50% > -0.5 log ug/L: toxic,2.9,None,2.27,None,4.1,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.998,Toxic  (High Confidence),Toxic,0.606,Toxic  (Low Confidence),Safe,0.164,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.098,Safe  (High Confidence),Safe,0.207,Safe  (Medium Confidence),Safe,0.03,Safe  (High Confidence)
NVIC0088,O=C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)CC(C)C)CC(C)C)CC(C)C	,Safe,0,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Toxic,0.613,Toxic  (Low Confidence),-0.8,None,Safe,0.038,Safe  (High Confidence),Safe,0.01,Safe  (High Confidence),Toxic,0.979,Toxic  (High Confidence),Safe,0.073,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),1.3,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.705,Toxic  (Medium Confidence),Toxic,1,Toxic  (High Confidence),5.57,None,Toxic,0.767,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.034,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.14,Safe  (High Confidence),Safe,0.032,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.202,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),-70.41,PIGC50% > -0.5 log ug/L: toxic,2.42,None,1.84,None,4.22,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.001,Safe  (High Confidence),Safe,0.479,Safe  (Low Confidence),Safe,0.443,Safe  (Low Confidence),Safe,0.093,Safe  (High Confidence),Safe,0.026,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence)
NVIC0089,COc1ccc(cc1)P(=S)(N1CCOCC1)S	,Safe,0.478,Safe  (Low Confidence),Safe,0.064,Safe  (High Confidence),Toxic,0.756,Toxic  (Medium Confidence),0.4,None,Safe,0,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.343,Safe  (Low Confidence),Safe,0.148,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.073,Safe  (High Confidence),0.99,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.726,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),6.88,None,Toxic,0.547,Toxic  (Low Confidence),Safe,0.431,Safe  (Low Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.165,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.082,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.172,Safe  (Medium Confidence),4,PIGC50% > -0.5 log ug/L: toxic,2.51,None,0.82,None,4.35,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.322,Safe  (Medium Confidence),Toxic,0.534,Toxic  (Low Confidence),Safe,0.03,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.243,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence)
NVIC0090,ClCCN(C(COc1ccccc1)C)Cc1ccccc1	,Toxic,0.993,Toxic  (High Confidence),Safe,0.013,Safe  (High Confidence),Toxic,0.585,Toxic  (Low Confidence),1.92,None,Safe,0.018,Safe  (High Confidence),Toxic,0.621,Toxic  (Low Confidence),Toxic,0.919,Toxic  (High Confidence),Safe,0.062,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),0.35,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.556,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),6.87,None,Toxic,0.871,Toxic  (High Confidence),Safe,0.054,Safe  (High Confidence),Safe,0.083,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.154,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.19,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.188,Safe  (Medium Confidence),1.7,PIGC50% > -0.5 log ug/L: toxic,2.14,None,1.53,None,4.71,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1,Toxic  (High Confidence),Toxic,0.546,Toxic  (Low Confidence),Toxic,0.899,Toxic  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.43,Safe  (Low Confidence),Toxic,0.924,Toxic  (High Confidence),Safe,0.005,Safe  (High Confidence)
NVIC0091,O=C(N1CC(=O)N2C(C1)c1ccccc1CC2)C1CCCCC1	,Safe,0,Safe  (High Confidence),Safe,0.187,Safe  (Medium Confidence),Toxic,0.777,Toxic  (Medium Confidence),-0.17,None,Safe,0.016,Safe  (High Confidence),Safe,0.388,Safe  (Low Confidence),Toxic,0.752,Toxic  (Medium Confidence),Safe,0.229,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),-0.35,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.689,Toxic  (Medium Confidence),Safe,0.046,Safe  (High Confidence),3.95,None,Toxic,0.64,Toxic  (Low Confidence),Safe,0.039,Safe  (High Confidence),Safe,0.054,Safe  (High Confidence),Safe,0.01,Safe  (High Confidence),Safe,0.01,Safe  (High Confidence),Safe,0.25,Safe  (Medium Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.162,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),1.95,PIGC50% > -0.5 log ug/L: toxic,2.27,None,2.14,None,4.01,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.889,Toxic  (High Confidence),Safe,0.489,Safe  (Low Confidence),Safe,0.377,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0092,Fc1c[nH]c(=O)c(n1)C(=O)N	,Safe,0.001,Safe  (High Confidence),Safe,0.049,Safe  (High Confidence),Safe,0.279,Safe  (Medium Confidence),-0.54,None,Safe,0.211,Safe  (Medium Confidence),Safe,0.082,Safe  (High Confidence),Safe,0.059,Safe  (High Confidence),Toxic,0.737,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.072,Safe  (High Confidence),2.19,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.61,Toxic  (Low Confidence),Safe,0.1,Safe  (High Confidence),4.52,None,Toxic,0.977,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.015,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),1.81,PIGC50% > -0.5 log ug/L: toxic,2.74,None,2.04,None,3.23,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.963,Toxic  (High Confidence),Toxic,0.679,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.034,Safe  (High Confidence)
NVIC0093,OC(COc1cccc2c1cccc2)CNC(C)C	,Safe,0,Safe  (High Confidence),Safe,0.042,Safe  (High Confidence),Safe,0.357,Safe  (Low Confidence),1.18,None,Safe,0.052,Safe  (High Confidence),Safe,0.12,Safe  (High Confidence),Safe,0.21,Safe  (Medium Confidence),Safe,0.291,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),0.3,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.587,Toxic  (Low Confidence),Toxic,0.851,Toxic  (High Confidence),5.91,None,Toxic,0.529,Toxic  (Low Confidence),Safe,0.203,Safe  (Medium Confidence),Safe,0.075,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.046,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.01,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),2.79,PIGC50% > -0.5 log ug/L: toxic,2.43,None,1.96,None,4.3,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.998,Toxic  (High Confidence),Safe,0.48,Safe  (Low Confidence),Safe,0.061,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.02,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0094,O=C1CC(c2ccc3c(c2)OCO3)c2c(N1)[nH]c(nc2=O)SCc1cccc(c1)F	,Safe,0.259,Safe  (Medium Confidence),Safe,0.12,Safe  (High Confidence),Toxic,0.713,Toxic  (Medium Confidence),1.44,None,Safe,0,Safe  (High Confidence),Safe,0.426,Safe  (Low Confidence),Toxic,0.994,Toxic  (High Confidence),Toxic,0.681,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.026,Safe  (High Confidence),0.41,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.849,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),5.03,None,Toxic,0.998,Toxic  (High Confidence),Safe,0.202,Safe  (Medium Confidence),Safe,0.037,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.1,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.315,Safe  (Medium Confidence),Safe,0.015,Safe  (High Confidence),Toxic,0.536,Toxic  (Low Confidence),-60.58,PIGC50% > -0.5 log ug/L: toxic,2.14,None,1.48,None,4.95,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.974,Toxic  (High Confidence),Toxic,0.64,Toxic  (Low Confidence),Safe,0.339,Safe  (Low Confidence),Safe,0.069,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),Toxic,0.66,Toxic  (Low Confidence),Safe,0.013,Safe  (High Confidence)
NVIC0095,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2c(NC1=O)cccc2	,Safe,0,Safe  (High Confidence),Safe,0.098,Safe  (High Confidence),Safe,0.341,Safe  (Low Confidence),0.77,None,Safe,0,Safe  (High Confidence),Safe,0.062,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),Safe,0.267,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),-0.13,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.882,Toxic  (High Confidence),Toxic,1,Toxic  (High Confidence),5.07,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.489,Safe  (Low Confidence),Safe,0.154,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.02,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.479,Safe  (Low Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.7,Toxic  (Medium Confidence),-27.98,PIGC50% > -0.5 log ug/L: toxic,1.67,None,1.59,None,4.59,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.911,Toxic  (High Confidence),Toxic,0.537,Toxic  (Low Confidence),Safe,0.402,Safe  (Low Confidence),Safe,0.019,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Toxic,0.913,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence)
NVIC0096,C/C=C/CC(C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C	,Safe,0,Safe  (High Confidence),Toxic,1,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),-5639225.57,None,Safe,0,Safe  (High Confidence),Safe,0.01,Safe  (High Confidence),Toxic,1,Toxic  (High Confidence),Toxic,0.67,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-2.1,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.771,Toxic  (Medium Confidence),Toxic,1,Toxic  (High Confidence),4.05,None,Toxic,1,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),-4.40E+11,PIGC50% > -0.5 log ug/L: toxic,4.46,None,943.67,None,555488968,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.998,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0097,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CCC/C/2=C\C=C/1\C[C@@H](O)CCC1=C)C)C	,Safe,0.292,Safe  (Medium Confidence),Safe,0.028,Safe  (High Confidence),Toxic,0.921,Toxic  (High Confidence),1.36,None,Safe,0.046,Safe  (High Confidence),Safe,0.347,Safe  (Low Confidence),Toxic,0.96,Toxic  (High Confidence),Safe,0.282,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.023,Safe  (High Confidence),-1.88,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.449,Safe  (Low Confidence),Toxic,0.859,Toxic  (High Confidence),6.34,None,Safe,0.001,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.167,Safe  (Medium Confidence),Safe,0.04,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.163,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Toxic,0.613,Toxic  (Low Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.344,Safe  (Low Confidence),-10.33,PIGC50% > -0.5 log ug/L: toxic,4.13,None,2.28,None,4.51,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.994,Toxic  (High Confidence),Toxic,0.783,Toxic  (Medium Confidence),Toxic,0.955,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.585,Toxic  (Low Confidence),Safe,0.241,Safe  (Medium Confidence),Safe,0.404,Safe  (Low Confidence)
NVIC0098,Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O)c1ccc(c(c1)O)O	,Safe,0.44,Safe  (Low Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.537,Toxic  (Low Confidence),-3.75,None,Safe,0.098,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.226,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.089,Safe  (High Confidence),0.96,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.636,Toxic  (Low Confidence),Safe,0.054,Safe  (High Confidence),5.87,None,Toxic,1,Toxic  (High Confidence),Safe,0.111,Safe  (High Confidence),Safe,0.114,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.267,Safe  (Medium Confidence),Safe,0.016,Safe  (High Confidence),Safe,0.038,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-13209.48,PIGC50% > -0.5 log ug/L: toxic,2.2,None,4.45,None,29.13,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.033,Safe  (High Confidence),Toxic,0.641,Toxic  (Low Confidence),Safe,0.109,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.023,Safe  (High Confidence)
NVIC0099,O=C(c1c(O)c(Cc2c(O)c(C)c(c(c2O)C(=O)C)O)c(c2c1OC(C)(C)C=C2)O)/C=C/c1ccccc1	,Safe,0.265,Safe  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.741,Toxic  (Medium Confidence),0.14,None,Safe,0,Safe  (High Confidence),Safe,0.073,Safe  (High Confidence),Toxic,0.99,Toxic  (High Confidence),Toxic,0.607,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),Toxic,0.607,Toxic  (Low Confidence),0.92,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.791,Toxic  (Medium Confidence),Safe,0.011,Safe  (High Confidence),6.49,None,Toxic,0.998,Toxic  (High Confidence),Toxic,0.817,Toxic  (Medium Confidence),Safe,0.305,Safe  (Medium Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.253,Safe  (Medium Confidence),Safe,0.023,Safe  (High Confidence),Safe,0.234,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Toxic,0.894,Toxic  (High Confidence),-934.21,PIGC50% > -0.5 log ug/L: toxic,2.6,None,3.97,None,6.83,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.926,Toxic  (High Confidence),Safe,0.418,Safe  (Low Confidence),Toxic,0.983,Toxic  (High Confidence),Safe,0.426,Safe  (Low Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.995,Toxic  (High Confidence),Toxic,0.961,Toxic  (High Confidence)
